index_fixture,timestamp_fixture,t0_us_fixture,offset_us_fixture,corrected_timestamp_fixture,action_mobile,actionName_mobile,actionTime_mobile,callbackTime_mobile,index_mobile,touchMajor_mobile,touchMinor_mobile,t0_us_mobile,offset_us_mobile,corrected_actionTime_mobile,corrected_callbackTime_mobile,action_latency_us,callback_latency_us,phone_model,load
0,89111073,1631119954557803,2523,1631120043666353,0,DOWN,89140927,89143244,0,0.00814965,0.00814965,1631119954557698,1917,1631120043696708,1631120043699025,32672,30355,Samsung SM-A305G,none
1,90124685,1631119954557803,2523,1631120044679965,0,DOWN,90152349,90155268,1,0.00814965,0.00814965,1631119954557698,1917,1631120044708130,1631120044711049,31084,28165,Samsung SM-A305G,none
2,91136696,1631119954557803,2523,1631120045691976,0,DOWN,91162723,91165207,2,0.00814965,0.00814965,1631119954557698,1917,1631120045718504,1631120045720988,29012,26528,Samsung SM-A305G,none
3,92148708,1631119954557803,2523,1631120046703988,0,DOWN,92183948,92186494,3,0.00814965,0.00814965,1631119954557698,1917,1631120046739729,1631120046742275,38287,35741,Samsung SM-A305G,none
4,93161467,1631119954557803,2523,1631120047716747,0,DOWN,93194246,93197268,4,0.00814965,0.00814965,1631119954557698,1917,1631120047750027,1631120047753049,36302,33280,Samsung SM-A305G,none
5,94173058,1631119954557803,2523,1631120048728338,0,DOWN,94204908,94207623,5,0.00814965,0.00814965,1631119954557698,1917,1631120048760689,1631120048763404,35066,32351,Samsung SM-A305G,none
6,95184977,1631119954557803,2523,1631120049740257,0,DOWN,95215298,95217855,6,0.00814965,0.00814965,1631119954557698,1917,1631120049771079,1631120049773636,33379,30822,Samsung SM-A305G,none
7,96203299,1631119954557803,2523,1631120050758579,0,DOWN,96234254,96237276,7,0.00814965,0.00814965,1631119954557698,1917,1631120050790035,1631120050793057,34478,31456,Samsung SM-A305G,none
8,97210220,1631119954557803,2523,1631120051765500,0,DOWN,97240029,97243243,8,0.00814965,0.00814965,1631119954557698,1917,1631120051795810,1631120051799024,33524,30310,Samsung SM-A305G,none
9,98222179,1631119954557803,2523,1631120052777459,0,DOWN,98251178,98253634,9,0.00814965,0.00814965,1631119954557698,1917,1631120052806959,1631120052809415,31956,29500,Samsung SM-A305G,none
10,99233363,1631119954557803,2523,1631120053788643,0,DOWN,99266536,99270930,10,0.00814965,0.00814965,1631119954557698,1917,1631120053822317,1631120053826711,38068,33674,Samsung SM-A305G,none
11,100246529,1631119954557803,2523,1631120054801809,0,DOWN,100277598,100280264,11,0.00814965,0.00814965,1631119954557698,1917,1631120054833379,1631120054836045,34236,31570,Samsung SM-A305G,none
12,101262516,1631119954557803,2523,1631120055817796,0,DOWN,101288264,101291064,12,0.00814965,0.00814965,1631119954557698,1917,1631120055844045,1631120055846845,29049,26249,Samsung SM-A305G,none
13,102281428,1631119954557803,2523,1631120056836708,0,DOWN,102307148,102309092,13,0.00814965,0.00814965,1631119954557698,1917,1631120056862929,1631120056864873,28165,26221,Samsung SM-A305G,none
14,103290251,1631119954557803,2523,1631120057845531,0,DOWN,103318672,103322306,14,0.00814965,0.00814965,1631119954557698,1917,1631120057874453,1631120057878087,32556,28922,Samsung SM-A305G,none
15,104304073,1631119954557803,2523,1631120058859353,0,DOWN,104330399,104332656,15,0.00814965,0.00814965,1631119954557698,1917,1631120058886180,1631120058888437,29084,26827,Samsung SM-A305G,none
16,105317448,1631119954557803,2523,1631120059872728,0,DOWN,105349303,105353112,16,0.00814965,0.00814965,1631119954557698,1917,1631120059905084,1631120059908893,36165,32356,Samsung SM-A305G,none
17,106335547,1631119954557803,2523,1631120060890827,0,DOWN,106359994,106362706,17,0.00814965,0.00814965,1631119954557698,1917,1631120060915775,1631120060918487,27660,24948,Samsung SM-A305G,none
18,107346050,1631119954557803,2523,1631120061901330,0,DOWN,107370907,107373932,18,0.00814965,0.00814965,1631119954557698,1917,1631120061926688,1631120061929713,28383,25358,Samsung SM-A305G,none
19,108360278,1631119954557803,2523,1631120062915558,0,DOWN,108389831,108393267,19,0.00814965,0.00814965,1631119954557698,1917,1631120062945612,1631120062949048,33490,30054,Samsung SM-A305G,none
20,109379204,1631119954557803,2523,1631120063934484,0,DOWN,109400542,109403552,20,0.00814965,0.00814965,1631119954557698,1917,1631120063956323,1631120063959333,24849,21839,Samsung SM-A305G,none
21,110387607,1631119954557803,2523,1631120064942887,0,DOWN,110420279,110423167,21,0.00814965,0.00814965,1631119954557698,1917,1631120064976060,1631120064978948,36061,33173,Samsung SM-A305G,none
22,111408579,1631119954557803,2523,1631120065963859,0,DOWN,111431290,111434037,22,0.00814965,0.00814965,1631119954557698,1917,1631120065987071,1631120065989818,25959,23212,Samsung SM-A305G,none
23,112416536,1631119954557803,2523,1631120066971816,0,DOWN,112442004,112445117,23,0.00814965,0.00814965,1631119954557698,1917,1631120066997785,1631120067000898,29082,25969,Samsung SM-A305G,none
24,113430791,1631119954557803,2523,1631120067986071,0,DOWN,113461174,113463690,24,0.00814965,0.00814965,1631119954557698,1917,1631120068016955,1631120068019471,33400,30884,Samsung SM-A305G,none
25,114446358,1631119954557803,2523,1631120069001638,0,DOWN,114473030,114475857,25,0.00814965,0.00814965,1631119954557698,1917,1631120069028811,1631120069031638,30000,27173,Samsung SM-A305G,none
26,115459405,1631119954557803,2523,1631120070014685,0,DOWN,115490898,115493869,26,0.00814965,0.00814965,1631119954557698,1917,1631120070046679,1631120070049650,34965,31994,Samsung SM-A305G,none
27,116472886,1631119954557803,2523,1631120071028166,0,DOWN,116501680,116504341,27,0.00814965,0.00814965,1631119954557698,1917,1631120071057461,1631120071060122,31956,29295,Samsung SM-A305G,none
28,117489292,1631119954557803,2523,1631120072044572,0,DOWN,117514853,117517548,28,0.00814965,0.00814965,1631119954557698,1917,1631120072070634,1631120072073329,28757,26062,Samsung SM-A305G,none
29,118508624,1631119954557803,2523,1631120073063904,0,DOWN,118532750,118535801,29,0.00814965,0.00814965,1631119954557698,1917,1631120073088531,1631120073091582,27678,24627,Samsung SM-A305G,none
30,119518287,1631119954557803,2523,1631120074073567,0,DOWN,119542134,119544949,30,0.00814965,0.00814965,1631119954557698,1917,1631120074097915,1631120074100730,27163,24348,Samsung SM-A305G,none
31,120530849,1631119954557803,2523,1631120075086129,0,DOWN,120562361,120565100,31,0.00814965,0.00814965,1631119954557698,1917,1631120075118142,1631120075120881,34752,32013,Samsung SM-A305G,none
32,121546744,1631119954557803,2523,1631120076102024,0,DOWN,121580875,121583171,32,0.00814965,0.00814965,1631119954557698,1917,1631120076136656,1631120076138952,36928,34632,Samsung SM-A305G,none
33,122567336,1631119954557803,2523,1631120077122616,0,DOWN,122592391,122595046,33,0.00814965,0.00814965,1631119954557698,1917,1631120077148172,1631120077150827,28211,25556,Samsung SM-A305G,none
34,123581604,1631119954557803,2523,1631120078136884,0,DOWN,123602754,123605500,34,0.00814965,0.00814965,1631119954557698,1917,1631120078158535,1631120078161281,24397,21651,Samsung SM-A305G,none
35,124591293,1631119954557803,2523,1631120079146573,0,DOWN,124624096,124627017,35,0.00814965,0.00814965,1631119954557698,1917,1631120079179877,1631120079182798,36225,33304,Samsung SM-A305G,none
36,125605534,1631119954557803,2523,1631120080160814,0,DOWN,125633395,125635615,36,0.00814965,0.00814965,1631119954557698,1917,1631120080189176,1631120080191396,30582,28362,Samsung SM-A305G,none
37,126619421,1631119954557803,2523,1631120081174701,0,DOWN,126651872,126654643,37,0.00814965,0.00814965,1631119954557698,1917,1631120081207653,1631120081210424,35723,32952,Samsung SM-A305G,none
38,127634149,1631119954557803,2523,1631120082189429,0,DOWN,127662784,127665441,38,0.00814965,0.00814965,1631119954557698,1917,1631120082218565,1631120082221222,31793,29136,Samsung SM-A305G,none
39,128648036,1631119954557803,2523,1631120083203316,0,DOWN,128674052,128677090,39,0.00814965,0.00814965,1631119954557698,1917,1631120083229833,1631120083232871,29555,26517,Samsung SM-A305G,none
40,129661412,1631119954557803,2523,1631120084216692,0,DOWN,129692984,129695331,40,0.00814965,0.00814965,1631119954557698,1917,1631120084248765,1631120084251112,34420,32073,Samsung SM-A305G,none
41,130676152,1631119954557803,2523,1631120085231432,0,DOWN,130704012,130706894,41,0.00814965,0.00814965,1631119954557698,1917,1631120085259793,1631120085262675,31243,28361,Samsung SM-A305G,none
42,131689619,1631119954557803,2523,1631120086244899,0,DOWN,131714376,131716559,42,0.00814965,0.00814965,1631119954557698,1917,1631120086270157,1631120086272340,27441,25258,Samsung SM-A305G,none
43,132704346,1631119954557803,2523,1631120087259626,0,DOWN,132734001,132737121,43,0.00814965,0.00814965,1631119954557698,1917,1631120087289782,1631120087292902,33276,30156,Samsung SM-A305G,none
44,133718234,1631119954557803,2523,1631120088273514,0,DOWN,133744895,133747511,44,0.00814965,0.00814965,1631119954557698,1917,1631120088300676,1631120088303292,29778,27162,Samsung SM-A305G,none
45,134732449,1631119954557803,2523,1631120089287729,0,DOWN,134764922,134767516,45,0.00814965,0.00814965,1631119954557698,1917,1631120089320703,1631120089323297,35568,32974,Samsung SM-A305G,none
46,135752634,1631119954557803,2523,1631120090307914,0,DOWN,135781776,135785006,46,0.00814965,0.00814965,1631119954557698,1917,1631120090337557,1631120090340787,32873,29643,Samsung SM-A305G,none
47,136764383,1631119954557803,2523,1631120091319663,0,DOWN,136793597,136796668,47,0.00814965,0.00814965,1631119954557698,1917,1631120091349378,1631120091352449,32786,29715,Samsung SM-A305G,none
48,137775672,1631119954557803,2523,1631120092330952,0,DOWN,137807442,137810508,48,0.00814965,0.00814965,1631119954557698,1917,1631120092363223,1631120092366289,35337,32271,Samsung SM-A305G,none
49,138791160,1631119954557803,2523,1631120093346440,0,DOWN,138815854,138818506,49,0.00814965,0.00814965,1631119954557698,1917,1631120093371635,1631120093374287,27847,25195,Samsung SM-A305G,none
50,139805035,1631119954557803,2523,1631120094360315,0,DOWN,139834307,139837179,50,0.00814965,0.00814965,1631119954557698,1917,1631120094390088,1631120094392960,32645,29773,Samsung SM-A305G,none
51,140819775,1631119954557803,2523,1631120095375055,0,DOWN,140846560,140849198,51,0.00814965,0.00814965,1631119954557698,1917,1631120095402341,1631120095404979,29924,27286,Samsung SM-A305G,none
52,141834922,1631119954557803,2523,1631120096390202,0,DOWN,141864409,141866996,52,0.00814965,0.00814965,1631119954557698,1917,1631120096420190,1631120096422777,32575,29988,Samsung SM-A305G,none
53,142848796,1631119954557803,2523,1631120097404076,0,DOWN,142874608,142876937,53,0.00814965,0.00814965,1631119954557698,1917,1631120097430389,1631120097432718,28642,26313,Samsung SM-A305G,none
54,143863851,1631119954557803,2523,1631120098419131,0,DOWN,143899187,143902002,54,0.00814965,0.00814965,1631119954557698,1917,1631120098454968,1631120098457783,38652,35837,Samsung SM-A305G,none
55,144878565,1631119954557803,2523,1631120099433845,0,DOWN,144907950,144910651,55,0.00814965,0.0054331003,1631119954557698,1917,1631120099463731,1631120099466432,32587,29886,Samsung SM-A305G,none
56,145893712,1631119954557803,2523,1631120100448992,0,DOWN,145924444,145927045,56,0.00814965,0.00814965,1631119954557698,1917,1631120100480225,1631120100482826,33834,31233,Samsung SM-A305G,none
57,146908859,1631119954557803,2523,1631120101464139,0,DOWN,146935188,146937991,57,0.00814965,0.00814965,1631119954557698,1917,1631120101490969,1631120101493772,29633,26830,Samsung SM-A305G,none
58,147929463,1631119954557803,2523,1631120102484743,0,DOWN,147954799,147957623,58,0.00814965,0.00814965,1631119954557698,1917,1631120102510580,1631120102513404,28661,25837,Samsung SM-A305G,none
59,148937001,1631119954557803,2523,1631120103492281,0,DOWN,148964769,148967017,59,0.00814965,0.0054331003,1631119954557698,1917,1631120103520550,1631120103522798,30517,28269,Samsung SM-A305G,none
60,149951688,1631119954557803,2523,1631120104506968,0,DOWN,149976405,149979729,60,0.00814965,0.0054331003,1631119954557698,1917,1631120104532186,1631120104535510,28542,25218,Samsung SM-A305G,none
61,150966835,1631119954557803,2523,1631120105522115,0,DOWN,150995353,150998170,61,0.00814965,0.0054331003,1631119954557698,1917,1631120105551134,1631120105553951,31836,29019,Samsung SM-A305G,none
62,151987427,1631119954557803,2523,1631120106542707,0,DOWN,152007051,152009824,62,0.0054331003,0.0054331003,1631119954557698,1917,1631120106562832,1631120106565605,22898,20125,Samsung SM-A305G,none
63,152997076,1631119954557803,2523,1631120107552356,0,DOWN,153026737,153029286,63,0.00814965,0.00814965,1631119954557698,1917,1631120107582518,1631120107585067,32711,30162,Samsung SM-A305G,none
64,154009639,1631119954557803,2523,1631120108564919,0,DOWN,154036538,154039001,64,0.00814965,0.0054331003,1631119954557698,1917,1631120108592319,1631120108594782,29863,27400,Samsung SM-A305G,none
65,155030572,1631119954557803,2523,1631120109585852,0,DOWN,155059740,155062963,65,0.00814965,0.0054331003,1631119954557698,1917,1631120109615521,1631120109618744,32892,29669,Samsung SM-A305G,none
66,156039788,1631119954557803,2523,1631120110595068,0,DOWN,156066764,156069508,66,0.00814965,0.0054331003,1631119954557698,1917,1631120110622545,1631120110625289,30221,27477,Samsung SM-A305G,none
67,157053203,1631119954557803,2523,1631120111608483,0,DOWN,157085965,157089258,67,0.00814965,0.0054331003,1631119954557698,1917,1631120111641746,1631120111645039,36556,33263,Samsung SM-A305G,none
68,158069610,1631119954557803,2523,1631120112624890,0,DOWN,158098120,158101084,68,0.0054331003,0.0054331003,1631119954557698,1917,1631120112653901,1631120112656865,31975,29011,Samsung SM-A305G,none
69,159082644,1631119954557803,2523,1631120113637924,0,DOWN,159108277,159110802,69,0.0054331003,0.0054331003,1631119954557698,1917,1631120113664058,1631120113666583,28659,26134,Samsung SM-A305G,none
70,160098119,1631119954557803,2523,1631120114653399,0,DOWN,160126349,160129669,70,0.00814965,0.00814965,1631119954557698,1917,1631120114682130,1631120114685450,32051,28731,Samsung SM-A305G,none
71,161111587,1631119954557803,2523,1631120115666867,0,DOWN,161137690,161140493,71,0.00814965,0.0054331003,1631119954557698,1917,1631120115693471,1631120115696274,29407,26604,Samsung SM-A305G,none
72,162128006,1631119954557803,2523,1631120116683286,0,DOWN,162156938,162159927,72,0.0054331003,0.0054331003,1631119954557698,1917,1631120116712719,1631120116715708,32422,29433,Samsung SM-A305G,none
73,163141461,1631119954557803,2523,1631120117696741,0,DOWN,163171714,163174542,73,0.0054331003,0.0054331003,1631119954557698,1917,1631120117727495,1631120117730323,33582,30754,Samsung SM-A305G,none
74,164154508,1631119954557803,2523,1631120118709788,0,DOWN,164188736,164191433,74,0.0054331003,0.0054331003,1631119954557698,1917,1631120118744517,1631120118747214,37426,34729,Samsung SM-A305G,none
75,165168724,1631119954557803,2523,1631120119724004,0,DOWN,165197796,165200858,75,0.0054331003,0.0054331003,1631119954557698,1917,1631120119753577,1631120119756639,32635,29573,Samsung SM-A305G,none
76,166183884,1631119954557803,2523,1631120120739164,0,DOWN,166208261,166211360,76,0.0054331003,0.0054331003,1631119954557698,1917,1631120120764042,1631120120767141,27977,24878,Samsung SM-A305G,none
77,167198597,1631119954557803,2523,1631120121753877,0,DOWN,167228694,167231270,77,0.0054331003,0.0054331003,1631119954557698,1917,1631120121784475,1631120121787051,33174,30598,Samsung SM-A305G,none
78,168213744,1631119954557803,2523,1631120122769024,0,DOWN,168240764,168243501,78,0.0054331003,0.0054331003,1631119954557698,1917,1631120122796545,1631120122799282,30258,27521,Samsung SM-A305G,none
79,169228471,1631119954557803,2523,1631120123783751,0,DOWN,169261302,169263973,79,0.00814965,0.0054331003,1631119954557698,1917,1631120123817083,1631120123819754,36003,33332,Samsung SM-A305G,none
