callbackTime_mobile,color_mobile,colorName_mobile,displayTime_mobile,index_mobile,t0_us_mobile,offset_us_mobile,corrected_callbackTime_mobile,corrected_displayTime_mobile,detectTime_fixture,index_fixture,value_fixture,t0_us_fixture,offset_us_fixture,corrected_detectTime_fixture,display_latency_us,callback_latency_us,phone_model
75213911,1,WHITE,75214066,0,1626060202296352,10175,1626060277500088,1626060277500243,,,,,,,,,iPhone10_4
75713957,0,BLACK,75714043,1,1626060202296352,10175,1626060278000134,1626060278000220,75885303.0,1.0,DARK,1626060202185450.0,1633.0,1626060278069120.0,68900.0,68986.0,iPhone10_4
76213863,1,WHITE,76213925,2,1626060202296352,10175,1626060278500040,1626060278500102,76369143.0,2.0,LIGHT,1626060202185450.0,1633.0,1626060278552960.0,52858.0,52920.0,iPhone10_4
76713865,0,BLACK,76713933,3,1626060202296352,10175,1626060279000042,1626060279000110,76888823.0,3.0,DARK,1626060202185450.0,1633.0,1626060279072640.0,72530.0,72598.0,iPhone10_4
77213863,1,WHITE,77213900,4,1626060202296352,10175,1626060279500040,1626060279500077,77372662.0,4.0,LIGHT,1626060202185450.0,1633.0,1626060279556479.0,56402.0,56439.0,iPhone10_4
77713864,0,BLACK,77713919,5,1626060202296352,10175,1626060280000041,1626060280000096,77892343.0,5.0,DARK,1626060202185450.0,1633.0,1626060280076160.0,76064.0,76119.0,iPhone10_4
78213861,1,WHITE,78213919,6,1626060202296352,10175,1626060280500038,1626060280500096,78376182.0,6.0,LIGHT,1626060202185450.0,1633.0,1626060280559999.0,59903.0,59961.0,iPhone10_4
78713865,0,BLACK,78713922,7,1626060202296352,10175,1626060281000042,1626060281000099,78895863.0,7.0,DARK,1626060202185450.0,1633.0,1626060281079680.0,79581.0,79638.0,iPhone10_4
79213867,1,WHITE,79213908,8,1626060202296352,10175,1626060281500044,1626060281500085,79379702.0,8.0,LIGHT,1626060202185450.0,1633.0,1626060281563519.0,63434.0,63475.0,iPhone10_4
79713853,0,BLACK,79713894,9,1626060202296352,10175,1626060282000030,1626060282000071,79881463.0,9.0,DARK,1626060202185450.0,1633.0,1626060282065280.0,65209.0,65250.0,iPhone10_4
80213866,1,WHITE,80213906,10,1626060202296352,10175,1626060282500043,1626060282500083,80365303.0,10.0,LIGHT,1626060202185450.0,1633.0,1626060282549120.0,49037.0,49077.0,iPhone10_4
80713865,0,BLACK,80713908,11,1626060202296352,10175,1626060283000042,1626060283000085,80884983.0,11.0,DARK,1626060202185450.0,1633.0,1626060283068800.0,68715.0,68758.0,iPhone10_4
81213871,1,WHITE,81213930,12,1626060202296352,10175,1626060283500048,1626060283500107,81368822.0,12.0,LIGHT,1626060202185450.0,1633.0,1626060283552639.0,52532.0,52591.0,iPhone10_4
81713872,0,BLACK,81713933,13,1626060202296352,10175,1626060284000049,1626060284000110,81888503.0,13.0,DARK,1626060202185450.0,1633.0,1626060284072320.0,72210.0,72271.0,iPhone10_4
82213880,1,WHITE,82213916,14,1626060202296352,10175,1626060284500057,1626060284500093,82372343.0,14.0,LIGHT,1626060202185450.0,1633.0,1626060284556160.0,56067.0,56103.0,iPhone10_4
