callbackTime_mobile,color_mobile,colorName_mobile,displayTime_mobile,index_mobile,t0_us_mobile,offset_us_mobile,corrected_callbackTime_mobile,corrected_displayTime_mobile,detectTime_fixture,index_fixture,value_fixture,t0_us_fixture,offset_us_fixture,corrected_detectTime_fixture,display_latency_us,callback_latency_us,phone_model
75750798,1,WHITE,75750842,0,1626047381207409,3871,1626047456954336,1626047456954380,,,,,,,,,iPhone12_1
76250794,0,BLACK,76250829,1,1626047381207409,3871,1626047457454332,1626047457454367,76531151.0,1.0,DARK,1626047380998431.0,1745.0,1626047457527837.0,73470.0,73505.0,iPhone12_1
76750810,1,WHITE,76750845,2,1626047381207409,3871,1626047457954348,1626047457954383,77014991.0,2.0,LIGHT,1626047380998431.0,1745.0,1626047458011677.0,57294.0,57329.0,iPhone12_1
77250795,0,BLACK,77250830,3,1626047381207409,3871,1626047458454333,1626047458454368,77534673.0,3.0,DARK,1626047380998431.0,1745.0,1626047458531359.0,76991.0,77026.0,iPhone12_1
77750809,1,WHITE,77750917,4,1626047381207409,3871,1626047458954347,1626047458954455,78018512.0,4.0,LIGHT,1626047380998431.0,1745.0,1626047459015198.0,60743.0,60851.0,iPhone12_1
78250794,0,BLACK,78250828,5,1626047381207409,3871,1626047459454332,1626047459454366,78520271.0,5.0,DARK,1626047380998431.0,1745.0,1626047459516957.0,62591.0,62625.0,iPhone12_1
78750810,1,WHITE,78750851,6,1626047381207409,3871,1626047459954348,1626047459954389,79004113.0,6.0,LIGHT,1626047380998431.0,1745.0,1626047460000799.0,46410.0,46451.0,iPhone12_1
79250798,0,BLACK,79250830,7,1626047381207409,3871,1626047460454336,1626047460454368,79523791.0,7.0,DARK,1626047380998431.0,1745.0,1626047460520477.0,66109.0,66141.0,iPhone12_1
79750794,1,WHITE,79750836,8,1626047381207409,3871,1626047460954332,1626047460954374,80007631.0,8.0,LIGHT,1626047380998431.0,1745.0,1626047461004317.0,49943.0,49985.0,iPhone12_1
80250794,0,BLACK,80250831,9,1626047381207409,3871,1626047461454332,1626047461454369,80527311.0,9.0,DARK,1626047380998431.0,1745.0,1626047461523997.0,69628.0,69665.0,iPhone12_1
80750796,1,WHITE,80750832,10,1626047381207409,3871,1626047461954334,1626047461954370,81011151.0,10.0,LIGHT,1626047380998431.0,1745.0,1626047462007837.0,53467.0,53503.0,iPhone12_1
81250794,0,BLACK,81250830,11,1626047381207409,3871,1626047462454332,1626047462454368,81530831.0,11.0,DARK,1626047380998431.0,1745.0,1626047462527517.0,73149.0,73185.0,iPhone12_1
81750813,1,WHITE,81750848,12,1626047381207409,3871,1626047462954351,1626047462954386,82014671.0,12.0,LIGHT,1626047380998431.0,1745.0,1626047463011357.0,56971.0,57006.0,iPhone12_1
82250794,0,BLACK,82250828,13,1626047381207409,3871,1626047463454332,1626047463454366,82534351.0,13.0,DARK,1626047380998431.0,1745.0,1626047463531037.0,76671.0,76705.0,iPhone12_1
82750814,1,WHITE,82750847,14,1626047381207409,3871,1626047463954352,1626047463954385,83018191.0,14.0,LIGHT,1626047380998431.0,1745.0,1626047464014877.0,60492.0,60525.0,iPhone12_1
83250792,0,BLACK,83250827,15,1626047381207409,3871,1626047464454330,1626047464454365,83519951.0,15.0,DARK,1626047380998431.0,1745.0,1626047464516637.0,62272.0,62307.0,iPhone12_1
83750812,1,WHITE,83750844,16,1626047381207409,3871,1626047464954350,1626047464954382,84003791.0,16.0,LIGHT,1626047380998431.0,1745.0,1626047465000477.0,46095.0,46127.0,iPhone12_1
84250795,0,BLACK,84250833,17,1626047381207409,3871,1626047465454333,1626047465454371,84523471.0,17.0,DARK,1626047380998431.0,1745.0,1626047465520157.0,65786.0,65824.0,iPhone12_1
84750793,1,WHITE,84750827,18,1626047381207409,3871,1626047465954331,1626047465954365,85007311.0,18.0,LIGHT,1626047380998431.0,1745.0,1626047466003997.0,49632.0,49666.0,iPhone12_1
85250795,0,BLACK,85250825,19,1626047381207409,3871,1626047466454333,1626047466454363,85526991.0,19.0,DARK,1626047380998431.0,1745.0,1626047466523677.0,69314.0,69344.0,iPhone12_1
85750797,1,WHITE,85750831,20,1626047381207409,3871,1626047466954335,1626047466954369,86010831.0,20.0,LIGHT,1626047380998431.0,1745.0,1626047467007517.0,53148.0,53182.0,iPhone12_1
86250798,0,BLACK,86250834,21,1626047381207409,3871,1626047467454336,1626047467454372,86530511.0,21.0,DARK,1626047380998431.0,1745.0,1626047467527197.0,72825.0,72861.0,iPhone12_1
86750810,1,WHITE,86750845,22,1626047381207409,3871,1626047467954348,1626047467954383,87014351.0,22.0,LIGHT,1626047380998431.0,1745.0,1626047468011037.0,56654.0,56689.0,iPhone12_1
87250814,0,BLACK,87250890,23,1626047381207409,3871,1626047468454352,1626047468454428,87534031.0,23.0,DARK,1626047380998431.0,1745.0,1626047468530717.0,76289.0,76365.0,iPhone12_1
87750804,1,WHITE,87750839,24,1626047381207409,3871,1626047468954342,1626047468954377,88017871.0,24.0,LIGHT,1626047380998431.0,1745.0,1626047469014557.0,60180.0,60215.0,iPhone12_1
88250796,0,BLACK,88250837,25,1626047381207409,3871,1626047469454334,1626047469454375,88519631.0,25.0,DARK,1626047380998431.0,1745.0,1626047469516317.0,61942.0,61983.0,iPhone12_1
88750796,1,WHITE,88750831,26,1626047381207409,3871,1626047469954334,1626047469954369,89003471.0,26.0,LIGHT,1626047380998431.0,1745.0,1626047470000157.0,45788.0,45823.0,iPhone12_1
89250812,0,BLACK,89250844,27,1626047381207409,3871,1626047470454350,1626047470454382,89523152.0,27.0,DARK,1626047380998431.0,1745.0,1626047470519838.0,65456.0,65488.0,iPhone12_1
89750793,1,WHITE,89750837,28,1626047381207409,3871,1626047470954331,1626047470954375,90006991.0,28.0,LIGHT,1626047380998431.0,1745.0,1626047471003677.0,49302.0,49346.0,iPhone12_1
90250822,0,BLACK,90250855,29,1626047381207409,3871,1626047471454360,1626047471454393,90526671.0,29.0,DARK,1626047380998431.0,1745.0,1626047471523357.0,68964.0,68997.0,iPhone12_1
90750794,1,WHITE,90750829,30,1626047381207409,3871,1626047471954332,1626047471954367,91010511.0,30.0,LIGHT,1626047380998431.0,1745.0,1626047472007197.0,52830.0,52865.0,iPhone12_1
91250812,0,BLACK,91250845,31,1626047381207409,3871,1626047472454350,1626047472454383,91530191.0,31.0,DARK,1626047380998431.0,1745.0,1626047472526877.0,72494.0,72527.0,iPhone12_1
91750794,1,WHITE,91750830,32,1626047381207409,3871,1626047472954332,1626047472954368,92014031.0,32.0,LIGHT,1626047380998431.0,1745.0,1626047473010717.0,56349.0,56385.0,iPhone12_1
92250794,0,BLACK,92250828,33,1626047381207409,3871,1626047473454332,1626047473454366,92533711.0,33.0,DARK,1626047380998431.0,1745.0,1626047473530397.0,76031.0,76065.0,iPhone12_1
92750810,1,WHITE,92750851,34,1626047381207409,3871,1626047473954348,1626047473954389,93017551.0,34.0,LIGHT,1626047380998431.0,1745.0,1626047474014237.0,59848.0,59889.0,iPhone12_1
93250794,0,BLACK,93250826,35,1626047381207409,3871,1626047474454332,1626047474454364,93519311.0,35.0,DARK,1626047380998431.0,1745.0,1626047474515997.0,61633.0,61665.0,iPhone12_1
93750812,1,WHITE,93750845,36,1626047381207409,3871,1626047474954350,1626047474954383,94003151.0,36.0,LIGHT,1626047380998431.0,1745.0,1626047474999837.0,45454.0,45487.0,iPhone12_1
94250811,0,BLACK,94250843,37,1626047381207409,3871,1626047475454349,1626047475454381,94522831.0,37.0,DARK,1626047380998431.0,1745.0,1626047475519517.0,65136.0,65168.0,iPhone12_1
