callbackTime_mobile,color_mobile,colorName_mobile,displayTime_mobile,index_mobile,t0_us_mobile,offset_us_mobile,corrected_callbackTime_mobile,corrected_displayTime_mobile,detectTime_fixture,index_fixture,value_fixture,t0_us_fixture,offset_us_fixture,corrected_detectTime_fixture,display_latency_us,callback_latency_us,phone_model
75122654,1,WHITE,75122702,0,1626049097069582,5521,1626049172186715,1626049172186763,,,,,,,,,iPhone11_8
75622653,0,BLACK,75622690,1,1626049097069582,5521,1626049172686714,1626049172686751,75843318.0,1.0,DARK,1626049096915382.0,1854.0,1626049172756846.0,70095.0,70132.0,iPhone11_8
76122612,1,WHITE,76122638,2,1626049097069582,5521,1626049173186673,1626049173186699,76327158.0,2.0,LIGHT,1626049096915382.0,1854.0,1626049173240686.0,53987.0,54013.0,iPhone11_8
76622624,0,BLACK,76622659,3,1626049097069582,5521,1626049173686685,1626049173686720,76846840.0,3.0,DARK,1626049096915382.0,1854.0,1626049173760368.0,73648.0,73683.0,iPhone11_8
77122611,1,WHITE,77122640,4,1626049097069582,5521,1626049174186672,1626049174186701,77330679.0,4.0,LIGHT,1626049096915382.0,1854.0,1626049174244207.0,57506.0,57535.0,iPhone11_8
77622612,0,BLACK,77622636,5,1626049097069582,5521,1626049174686673,1626049174686697,77850358.0,5.0,DARK,1626049096915382.0,1854.0,1626049174763886.0,77189.0,77213.0,iPhone11_8
78122610,1,WHITE,78122639,6,1626049097069582,5521,1626049175186671,1626049175186700,78334198.0,6.0,LIGHT,1626049096915382.0,1854.0,1626049175247726.0,61026.0,61055.0,iPhone11_8
78622630,0,BLACK,78622659,7,1626049097069582,5521,1626049175686691,1626049175686720,78853878.0,7.0,DARK,1626049096915382.0,1854.0,1626049175767406.0,80686.0,80715.0,iPhone11_8
79122606,1,WHITE,79122633,8,1626049097069582,5521,1626049176186667,1626049176186694,79337718.0,8.0,LIGHT,1626049096915382.0,1854.0,1626049176251246.0,64552.0,64579.0,iPhone11_8
79622632,0,BLACK,79622655,9,1626049097069582,5521,1626049176686693,1626049176686716,79857398.0,9.0,DARK,1626049096915382.0,1854.0,1626049176770926.0,84210.0,84233.0,iPhone11_8
80122638,1,WHITE,80122664,10,1626049097069582,5521,1626049177186699,1626049177186725,80341238.0,10.0,LIGHT,1626049096915382.0,1854.0,1626049177254766.0,68041.0,68067.0,iPhone11_8
80622637,0,BLACK,80622662,11,1626049097069582,5521,1626049177686698,1626049177686723,80842998.0,11.0,DARK,1626049096915382.0,1854.0,1626049177756526.0,69803.0,69828.0,iPhone11_8
81122609,1,WHITE,81122634,12,1626049097069582,5521,1626049178186670,1626049178186695,81326838.0,12.0,LIGHT,1626049096915382.0,1854.0,1626049178240366.0,53671.0,53696.0,iPhone11_8
81622607,0,BLACK,81622633,13,1626049097069582,5521,1626049178686668,1626049178686694,81846518.0,13.0,DARK,1626049096915382.0,1854.0,1626049178760046.0,73352.0,73378.0,iPhone11_8
82122625,1,WHITE,82122648,14,1626049097069582,5521,1626049179186686,1626049179186709,82330358.0,14.0,LIGHT,1626049096915382.0,1854.0,1626049179243886.0,57177.0,57200.0,iPhone11_8
82622609,0,BLACK,82622634,15,1626049097069582,5521,1626049179686670,1626049179686695,82850037.0,15.0,DARK,1626049096915382.0,1854.0,1626049179763565.0,76870.0,76895.0,iPhone11_8
