callbackTime_mobile,color_mobile,colorName_mobile,displayTime_mobile,index_mobile,t0_us_mobile,offset_us_mobile,corrected_callbackTime_mobile,corrected_displayTime_mobile,detectTime_fixture,index_fixture,value_fixture,t0_us_fixture,offset_us_fixture,corrected_detectTime_fixture,display_latency_us,callback_latency_us,phone_model
14858177.0,1.0,WHITE,14860749.0,0.0,1625976862308316.0,4663.0,1625976877161830.0,1625976877164402.0,,,,,,,,,Samsung SM-A125M
15360060.0,0.0,BLACK,15361647.0,1.0,1625976862308316.0,4663.0,1625976877663713.0,1625976877665300.0,15456942.0,1.0,DARK,1625976862308415.0,1889.0,1625976877763468.0,98168.0,99755.0,Samsung SM-A125M
15863924.0,1.0,WHITE,15865301.0,2.0,1625976862308316.0,4663.0,1625976878167577.0,1625976878168954.0,15940781.0,2.0,LIGHT,1625976862308415.0,1889.0,1625976878247307.0,78353.0,79730.0,Samsung SM-A125M
16364171.0,0.0,BLACK,16365539.0,3.0,1625976862308316.0,4663.0,1625976878667824.0,1625976878669192.0,16460462.0,3.0,DARK,1625976862308415.0,1889.0,1625976878766988.0,97796.0,99164.0,Samsung SM-A125M
16865207.0,1.0,WHITE,16866711.0,4.0,1625976862308316.0,4663.0,1625976879168860.0,1625976879170364.0,16944302.0,4.0,LIGHT,1625976862308415.0,1889.0,1625976879250828.0,80464.0,81968.0,Samsung SM-A125M
17365765.0,0.0,BLACK,17367364.0,5.0,1625976862308316.0,4663.0,1625976879669418.0,1625976879671017.0,17446062.0,5.0,DARK,1625976862308415.0,1889.0,1625976879752588.0,81571.0,83170.0,Samsung SM-A125M
17868239.0,1.0,WHITE,17869606.0,6.0,1625976862308316.0,4663.0,1625976880171892.0,1625976880173259.0,17929901.0,6.0,LIGHT,1625976862308415.0,1889.0,1625976880236427.0,63168.0,64535.0,Samsung SM-A125M
18369354.0,0.0,BLACK,18370033.0,7.0,1625976862308316.0,4663.0,1625976880673007.0,1625976880673686.0,18449582.0,7.0,DARK,1625976862308415.0,1889.0,1625976880756108.0,82422.0,83101.0,Samsung SM-A125M
18870480.0,1.0,WHITE,18871265.0,8.0,1625976862308316.0,4663.0,1625976881174133.0,1625976881174918.0,18951342.0,8.0,LIGHT,1625976862308415.0,1889.0,1625976881257868.0,82950.0,83735.0,Samsung SM-A125M
19372962.0,0.0,BLACK,19373760.0,9.0,1625976862308316.0,4663.0,1625976881676615.0,1625976881677413.0,19471022.0,9.0,DARK,1625976862308415.0,1889.0,1625976881777548.0,100135.0,100933.0,Samsung SM-A125M
19876050.0,1.0,WHITE,19877385.0,10.0,1625976862308316.0,4663.0,1625976882179703.0,1625976882181038.0,19972783.0,10.0,LIGHT,1625976862308415.0,1889.0,1625976882279309.0,98271.0,99606.0,Samsung SM-A125M
20377710.0,0.0,BLACK,20379289.0,11.0,1625976862308316.0,4663.0,1625976882681363.0,1625976882682942.0,20510382.0,11.0,DARK,1625976862308415.0,1889.0,1625976882816908.0,133966.0,135545.0,Samsung SM-A125M
20880197.0,1.0,WHITE,20881566.0,12.0,1625976862308316.0,4663.0,1625976883183850.0,1625976883185219.0,20958381.0,12.0,LIGHT,1625976862308415.0,1889.0,1625976883264907.0,79688.0,81057.0,Samsung SM-A125M
21381751.0,0.0,BLACK,21383345.0,13.0,1625976862308316.0,4663.0,1625976883685404.0,1625976883686998.0,21460142.0,13.0,DARK,1625976862308415.0,1889.0,1625976883766668.0,79670.0,81264.0,Samsung SM-A125M
21885408.0,1.0,WHITE,21886934.0,14.0,1625976862308316.0,4663.0,1625976884189061.0,1625976884190587.0,21961901.0,14.0,LIGHT,1625976862308415.0,1889.0,1625976884268427.0,77840.0,79366.0,Samsung SM-A125M
22386360.0,0.0,BLACK,22388082.0,15.0,1625976862308316.0,4663.0,1625976884690013.0,1625976884691735.0,22481582.0,15.0,DARK,1625976862308415.0,1889.0,1625976884788108.0,96373.0,98095.0,Samsung SM-A125M
22889975.0,1.0,WHITE,22891524.0,16.0,1625976862308316.0,4663.0,1625976885193628.0,1625976885195177.0,22965422.0,16.0,LIGHT,1625976862308415.0,1889.0,1625976885271948.0,76771.0,78320.0,Samsung SM-A125M
23390171.0,0.0,BLACK,23391796.0,17.0,1625976862308316.0,4663.0,1625976885693824.0,1625976885695449.0,23485102.0,17.0,DARK,1625976862308415.0,1889.0,1625976885791628.0,96179.0,97804.0,Samsung SM-A125M
23891709.0,1.0,WHITE,23892693.0,18.0,1625976862308316.0,4663.0,1625976886195362.0,1625976886196346.0,23968941.0,18.0,LIGHT,1625976862308415.0,1889.0,1625976886275467.0,79121.0,80105.0,Samsung SM-A125M
24392840.0,0.0,BLACK,24393732.0,19.0,1625976862308316.0,4663.0,1625976886696493.0,1625976886697385.0,24488622.0,19.0,DARK,1625976862308415.0,1889.0,1625976886795148.0,97763.0,98655.0,Samsung SM-A125M
24893030.0,1.0,WHITE,24893820.0,20.0,1625976862308316.0,4663.0,1625976887196683.0,1625976887197473.0,24954542.0,20.0,LIGHT,1625976862308415.0,1889.0,1625976887261068.0,63595.0,64385.0,Samsung SM-A125M
25396289.0,0.0,BLACK,25397643.0,21.0,1625976862308316.0,4663.0,1625976887699942.0,1625976887701296.0,25474223.0,21.0,DARK,1625976862308415.0,1889.0,1625976887780749.0,79453.0,80807.0,Samsung SM-A125M
25899642.0,1.0,WHITE,25901295.0,22.0,1625976862308316.0,4663.0,1625976888203295.0,1625976888204948.0,25975981.0,22.0,LIGHT,1625976862308415.0,1889.0,1625976888282507.0,77559.0,79212.0,Samsung SM-A125M
26402441.0,0.0,BLACK,26403818.0,23.0,1625976862308316.0,4663.0,1625976888706094.0,1625976888707471.0,26495662.0,23.0,DARK,1625976862308415.0,1889.0,1625976888802188.0,94717.0,96094.0,Samsung SM-A125M
26903944.0,1.0,WHITE,26905325.0,24.0,1625976862308316.0,4663.0,1625976889207597.0,1625976889208978.0,26979502.0,24.0,LIGHT,1625976862308415.0,1889.0,1625976889286028.0,77050.0,78431.0,Samsung SM-A125M
27406155.0,0.0,BLACK,27407721.0,25.0,1625976862308316.0,4663.0,1625976889709808.0,1625976889711374.0,27499182.0,25.0,DARK,1625976862308415.0,1889.0,1625976889805708.0,94334.0,95900.0,Samsung SM-A125M
27906638.0,1.0,WHITE,27908005.0,26.0,1625976862308316.0,4663.0,1625976890210291.0,1625976890211658.0,27983022.0,26.0,LIGHT,1625976862308415.0,1889.0,1625976890289548.0,77890.0,79257.0,Samsung SM-A125M
28408064.0,0.0,BLACK,28409492.0,27.0,1625976862308316.0,4663.0,1625976890711717.0,1625976890713145.0,28502702.0,27.0,DARK,1625976862308415.0,1889.0,1625976890809228.0,96083.0,97511.0,Samsung SM-A125M
28910106.0,1.0,WHITE,28911647.0,28.0,1625976862308316.0,4663.0,1625976891213759.0,1625976891215300.0,28968622.0,28.0,LIGHT,1625976862308415.0,1889.0,1625976891275148.0,59848.0,61389.0,Samsung SM-A125M
