callbackTime_mobile,color_mobile,colorName_mobile,displayTime_mobile,index_mobile,t0_us_mobile,offset_us_mobile,corrected_callbackTime_mobile,corrected_displayTime_mobile,detectTime_fixture,index_fixture,value_fixture,t0_us_fixture,offset_us_fixture,corrected_detectTime_fixture,display_latency_us,callback_latency_us,phone_model
75476712,1,WHITE,75476833,0,1626057997993498,8206,1626058073462004,1626058073462125,,,,,,,,,iPhone9_1
75976719,0,BLACK,75976816,1,1626057997993498,8206,1626058073962011,1626058073962108,76234742.0,1.0,DARK,1626057997816053.0,1175.0,1626058074049620.0,87512.0,87609.0,iPhone9_1
76476644,1,WHITE,76476766,2,1626057997993498,8206,1626058074461936,1626058074462058,76718584.0,2.0,LIGHT,1626057997816053.0,1175.0,1626058074533462.0,71404.0,71526.0,iPhone9_1
76976639,0,BLACK,76976753,3,1626057997993498,8206,1626058074961931,1626058074962045,77238262.0,3.0,DARK,1626057997816053.0,1175.0,1626058075053140.0,91095.0,91209.0,iPhone9_1
77476716,1,WHITE,77476826,4,1626057997993498,8206,1626058075462008,1626058075462118,77704182.0,4.0,LIGHT,1626057997816053.0,1175.0,1626058075519060.0,56942.0,57052.0,iPhone9_1
77976642,0,BLACK,77976754,5,1626057997993498,8206,1626058075961934,1626058075962046,78223862.0,5.0,DARK,1626057997816053.0,1175.0,1626058076038740.0,76694.0,76806.0,iPhone9_1
78476681,1,WHITE,78476867,6,1626057997993498,8206,1626058076461973,1626058076462159,78707702.0,6.0,LIGHT,1626057997816053.0,1175.0,1626058076522580.0,60421.0,60607.0,iPhone9_1
78976641,0,BLACK,78976767,7,1626057997993498,8206,1626058076961933,1626058076962059,79227382.0,7.0,DARK,1626057997816053.0,1175.0,1626058077042260.0,80201.0,80327.0,iPhone9_1
79476645,1,WHITE,79476759,8,1626057997993498,8206,1626058077461937,1626058077462051,79711222.0,8.0,LIGHT,1626057997816053.0,1175.0,1626058077526100.0,64049.0,64163.0,iPhone9_1
79976642,0,BLACK,79976758,9,1626057997993498,8206,1626058077961934,1626058077962050,80230902.0,9.0,DARK,1626057997816053.0,1175.0,1626058078045780.0,83730.0,83846.0,iPhone9_1
80476724,1,WHITE,80476840,10,1626057997993498,8206,1626058078462016,1626058078462132,80714742.0,10.0,LIGHT,1626057997816053.0,1175.0,1626058078529620.0,67488.0,67604.0,iPhone9_1
80976726,0,BLACK,80976837,11,1626057997993498,8206,1626058078962018,1626058078962129,81234423.0,11.0,DARK,1626057997816053.0,1175.0,1626058079049301.0,87172.0,87283.0,iPhone9_1
81476753,1,WHITE,81476881,12,1626057997993498,8206,1626058079462045,1626058079462173,81718262.0,12.0,LIGHT,1626057997816053.0,1175.0,1626058079533140.0,70967.0,71095.0,iPhone9_1
81976723,0,BLACK,81976830,13,1626057997993498,8206,1626058079962015,1626058079962122,82237942.0,13.0,DARK,1626057997816053.0,1175.0,1626058080052820.0,90698.0,90805.0,iPhone9_1
82476651,1,WHITE,82476764,14,1626057997993498,8206,1626058080461943,1626058080462056,82721782.0,14.0,LIGHT,1626057997816053.0,1175.0,1626058080536660.0,74604.0,74717.0,iPhone9_1
82976645,0,BLACK,82976759,15,1626057997993498,8206,1626058080961937,1626058080962051,83223542.0,15.0,DARK,1626057997816053.0,1175.0,1626058081038420.0,76369.0,76483.0,iPhone9_1
83476689,1,WHITE,83476845,16,1626057997993498,8206,1626058081461981,1626058081462137,83707382.0,16.0,LIGHT,1626057997816053.0,1175.0,1626058081522260.0,60123.0,60279.0,iPhone9_1
83976732,0,BLACK,83976854,17,1626057997993498,8206,1626058081962024,1626058081962146,84227062.0,17.0,DARK,1626057997816053.0,1175.0,1626058082041940.0,79794.0,79916.0,iPhone9_1
84476735,1,WHITE,84476846,18,1626057997993498,8206,1626058082462027,1626058082462138,84710902.0,18.0,LIGHT,1626057997816053.0,1175.0,1626058082525780.0,63642.0,63753.0,iPhone9_1
84976640,0,BLACK,84976745,19,1626057997993498,8206,1626058082961932,1626058082962037,85230582.0,19.0,DARK,1626057997816053.0,1175.0,1626058083045460.0,83423.0,83528.0,iPhone9_1
85476648,1,WHITE,85476761,20,1626057997993498,8206,1626058083461940,1626058083462053,85714422.0,20.0,LIGHT,1626057997816053.0,1175.0,1626058083529300.0,67247.0,67360.0,iPhone9_1
85976730,0,BLACK,85976840,21,1626057997993498,8206,1626058083962022,1626058083962132,86234102.0,21.0,DARK,1626057997816053.0,1175.0,1626058084048980.0,86848.0,86958.0,iPhone9_1
86476725,1,WHITE,86476843,22,1626057997993498,8206,1626058084462017,1626058084462135,86717942.0,22.0,LIGHT,1626057997816053.0,1175.0,1626058084532820.0,70685.0,70803.0,iPhone9_1
86976724,0,BLACK,86976824,23,1626057997993498,8206,1626058084962016,1626058084962116,87237623.0,23.0,DARK,1626057997816053.0,1175.0,1626058085052501.0,90385.0,90485.0,iPhone9_1
87476646,1,WHITE,87476754,24,1626057997993498,8206,1626058085461938,1626058085462046,87721462.0,24.0,LIGHT,1626057997816053.0,1175.0,1626058085536340.0,74294.0,74402.0,iPhone9_1
