index_fixture,timestamp_fixture,t0_us_fixture,offset_us_fixture,corrected_timestamp_fixture,action_mobile,actionName_mobile,actionTime_mobile,callbackTime_mobile,index_mobile,touchMajor_mobile,touchMinor_mobile,t0_us_mobile,offset_us_mobile,corrected_actionTime_mobile,corrected_callbackTime_mobile,action_latency_us,callback_latency_us,phone_model
0,43736012,1626062724114931,2032,1626062767848911,0,DOWN,43700790,43703759,0,0.029959152,0.021788474,1626062724166105,2881,1626062767864014,1626062767866983,15103,18072,Samsung SM-A325M
1,44236999,1626062724114931,2032,1626062768349898,0,DOWN,44202077,44203631,1,0.029959152,0.021788474,1626062724166105,2881,1626062768365301,1626062768366855,15403,16957,Samsung SM-A325M
2,44737002,1626062724114931,2032,1626062768849901,0,DOWN,44702002,44703545,2,0.029959152,0.021788474,1626062724166105,2881,1626062768865226,1626062768866769,15325,16868,Samsung SM-A325M
3,45236999,1626062724114931,2032,1626062769349898,0,DOWN,45201666,45203412,3,0.029959152,0.021788474,1626062724166105,2881,1626062769364890,1626062769366636,14992,16738,Samsung SM-A325M
4,45736999,1626062724114931,2032,1626062769849898,0,DOWN,45700890,45702586,4,0.029959152,0.021788474,1626062724166105,2881,1626062769864114,1626062769865810,14216,15912,Samsung SM-A325M
5,46236999,1626062724114931,2032,1626062770349898,0,DOWN,46201068,46202929,5,0.029959152,0.021788474,1626062724166105,2881,1626062770364292,1626062770366153,14394,16255,Samsung SM-A325M
6,46737001,1626062724114931,2032,1626062770849900,0,DOWN,46700338,46701792,6,0.029959152,0.021788474,1626062724166105,2881,1626062770863562,1626062770865016,13662,15116,Samsung SM-A325M
7,47236999,1626062724114931,2032,1626062771349898,0,DOWN,47206002,47207671,7,0.029959152,0.021788474,1626062724166105,2881,1626062771369226,1626062771370895,19328,20997,Samsung SM-A325M
8,47736999,1626062724114931,2032,1626062771849898,0,DOWN,47705801,47707349,8,0.029959152,0.021788474,1626062724166105,2881,1626062771869025,1626062771870573,19127,20675,Samsung SM-A325M
9,48236999,1626062724114931,2032,1626062772349898,0,DOWN,48205640,48207434,9,0.029959152,0.021788474,1626062724166105,2881,1626062772368864,1626062772370658,18966,20760,Samsung SM-A325M
10,48737001,1626062724114931,2032,1626062772849900,0,DOWN,48705545,48707454,10,0.029959152,0.021788474,1626062724166105,2881,1626062772868769,1626062772870678,18869,20778,Samsung SM-A325M
11,49237002,1626062724114931,2032,1626062773349901,0,DOWN,49205085,49206858,11,0.029959152,0.021788474,1626062724166105,2881,1626062773368309,1626062773370082,18408,20181,Samsung SM-A325M
12,49736999,1626062724114931,2032,1626062773849898,0,DOWN,49704703,49706541,12,0.029959152,0.021788474,1626062724166105,2881,1626062773867927,1626062773869765,18029,19867,Samsung SM-A325M
13,50236999,1626062724114931,2032,1626062774349898,0,DOWN,50203864,50205335,13,0.029959152,0.021788474,1626062724166105,2881,1626062774367088,1626062774368559,17190,18661,Samsung SM-A325M
14,50737002,1626062724114931,2032,1626062774849901,0,DOWN,50703771,50705496,14,0.029959152,0.021788474,1626062724166105,2881,1626062774866995,1626062774868720,17094,18819,Samsung SM-A325M
15,51237001,1626062724114931,2032,1626062775349900,0,DOWN,51203782,51205603,15,0.029959152,0.021788474,1626062724166105,2881,1626062775367006,1626062775368827,17106,18927,Samsung SM-A325M
16,51736999,1626062724114931,2032,1626062775849898,0,DOWN,51703411,51704972,16,0.029959152,0.021788474,1626062724166105,2881,1626062775866635,1626062775868196,16737,18298,Samsung SM-A325M
17,52236999,1626062724114931,2032,1626062776349898,0,DOWN,52203149,52205252,17,0.029959152,0.021788474,1626062724166105,2881,1626062776366373,1626062776368476,16475,18578,Samsung SM-A325M
18,52737001,1626062724114931,2032,1626062776849900,0,DOWN,52702846,52704406,18,0.029959152,0.021788474,1626062724166105,2881,1626062776866070,1626062776867630,16170,17730,Samsung SM-A325M
