index_fixture,timestamp_fixture,t0_us_fixture,offset_us_fixture,corrected_timestamp_fixture,action_mobile,actionName_mobile,actionTime_mobile,callbackTime_mobile,index_mobile,touchMajor_mobile,touchMinor_mobile,t0_us_mobile,offset_us_mobile,corrected_actionTime_mobile,corrected_callbackTime_mobile,action_latency_us,callback_latency_us,phone_model
0,46675199,1626050127429576,1286,1626050174103489,0,ACTION_DOWN,46649143,46652296,0,48.47021484375,48.47021484375,1626050127485479,1780,1626050174132842,1626050174135995,29353,32506,iPhone11_2
1,47176187,1626050127429576,1286,1626050174604477,0,ACTION_DOWN,47141029,47143204,1,48.47021484375,48.47021484375,1626050127485479,1780,1626050174624728,1626050174626903,20251,22426,iPhone11_2
2,47676189,1626050127429576,1286,1626050175104479,0,ACTION_DOWN,47642005,47644531,2,48.47021484375,48.47021484375,1626050127485479,1780,1626050175125704,1626050175128230,21225,23751,iPhone11_2
3,48176187,1626050127429576,1286,1626050175604477,0,ACTION_DOWN,48142758,48145223,3,48.47021484375,48.47021484375,1626050127485479,1780,1626050175626457,1626050175628922,21980,24445,iPhone11_2
4,48676187,1626050127429576,1286,1626050176104477,0,ACTION_DOWN,48642623,48645443,4,48.47021484375,48.47021484375,1626050127485479,1780,1626050176126322,1626050176129142,21845,24665,iPhone11_2
5,49176187,1626050127429576,1286,1626050176604477,0,ACTION_DOWN,49142990,49145434,5,48.47021484375,48.47021484375,1626050127485479,1780,1626050176626689,1626050176629133,22212,24656,iPhone11_2
6,49676189,1626050127429576,1286,1626050177104479,0,ACTION_DOWN,49642902,49645460,6,48.47021484375,48.47021484375,1626050127485479,1780,1626050177126601,1626050177129159,22122,24680,iPhone11_2
7,50176187,1626050127429576,1286,1626050177604477,0,ACTION_DOWN,50143399,50145734,7,48.47021484375,48.47021484375,1626050127485479,1780,1626050177627098,1626050177629433,22621,24956,iPhone11_2
8,50676187,1626050127429576,1286,1626050178104477,0,ACTION_DOWN,50643178,50645481,8,48.47021484375,48.47021484375,1626050127485479,1780,1626050178126877,1626050178129180,22400,24703,iPhone11_2
9,51176187,1626050127429576,1286,1626050178604477,0,ACTION_DOWN,51142690,51144865,9,48.47021484375,48.47021484375,1626050127485479,1780,1626050178626389,1626050178628564,21912,24087,iPhone11_2
10,51676189,1626050127429576,1286,1626050179104479,0,ACTION_DOWN,51643581,51646132,10,48.47021484375,48.47021484375,1626050127485479,1780,1626050179127280,1626050179129831,22801,25352,iPhone11_2
11,52176192,1626050127429576,1286,1626050179604482,0,ACTION_DOWN,52144060,52146207,11,48.47021484375,48.47021484375,1626050127485479,1780,1626050179627759,1626050179629906,23277,25424,iPhone11_2
12,52676187,1626050127429576,1286,1626050180104477,0,ACTION_DOWN,52643783,52646169,12,48.47021484375,48.47021484375,1626050127485479,1780,1626050180127482,1626050180129868,23005,25391,iPhone11_2
13,53176187,1626050127429576,1286,1626050180604477,0,ACTION_DOWN,53135716,53137929,13,48.47021484375,48.47021484375,1626050127485479,1780,1626050180619415,1626050180621628,14938,17151,iPhone11_2
14,53676189,1626050127429576,1286,1626050181104479,0,ACTION_DOWN,53636557,53639149,14,48.47021484375,48.47021484375,1626050127485479,1780,1626050181120256,1626050181122848,15777,18369,iPhone11_2
15,54176190,1626050127429576,1286,1626050181604480,0,ACTION_DOWN,54136186,54138492,15,48.47021484375,48.47021484375,1626050127485479,1780,1626050181619885,1626050181622191,15405,17711,iPhone11_2
16,54676187,1626050127429576,1286,1626050182104477,0,ACTION_DOWN,54636565,54638740,16,48.47021484375,48.47021484375,1626050127485479,1780,1626050182120264,1626050182122439,15787,17962,iPhone11_2
17,55176187,1626050127429576,1286,1626050182604477,0,ACTION_DOWN,55137070,55139411,17,48.47021484375,48.47021484375,1626050127485479,1780,1626050182620769,1626050182623110,16292,18633,iPhone11_2
18,55676189,1626050127429576,1286,1626050183104479,0,ACTION_DOWN,55636638,55638879,18,48.47021484375,48.47021484375,1626050127485479,1780,1626050183120337,1626050183122578,15858,18099,iPhone11_2
19,56176189,1626050127429576,1286,1626050183604479,0,ACTION_DOWN,56137257,56139810,19,48.47021484375,48.47021484375,1626050127485479,1780,1626050183620956,1626050183623509,16477,19030,iPhone11_2
20,56676187,1626050127429576,1286,1626050184104477,0,ACTION_DOWN,56637910,56640430,20,48.47021484375,48.47021484375,1626050127485479,1780,1626050184121609,1626050184124129,17132,19652,iPhone11_2
21,57176187,1626050127429576,1286,1626050184604477,0,ACTION_DOWN,57137217,57139357,21,48.47021484375,48.47021484375,1626050127485479,1780,1626050184620916,1626050184623056,16439,18579,iPhone11_2
22,57676189,1626050127429576,1286,1626050185104479,0,ACTION_DOWN,57637967,57640113,22,48.47021484375,48.47021484375,1626050127485479,1780,1626050185121666,1626050185123812,17187,19333,iPhone11_2
23,58176189,1626050127429576,1286,1626050185604479,0,ACTION_DOWN,58138832,58141122,23,48.47021484375,48.47021484375,1626050127485479,1780,1626050185622531,1626050185624821,18052,20342,iPhone11_2
24,58676187,1626050127429576,1286,1626050186104477,0,ACTION_DOWN,58639420,58641847,24,48.47021484375,48.47021484375,1626050127485479,1780,1626050186123119,1626050186125546,18642,21069,iPhone11_2
25,59176187,1626050127429576,1286,1626050186604477,0,ACTION_DOWN,59138840,59141026,25,48.47021484375,48.47021484375,1626050127485479,1780,1626050186622539,1626050186624725,18062,20248,iPhone11_2
