index_fixture,timestamp_fixture,t0_us_fixture,offset_us_fixture,corrected_timestamp_fixture,action_mobile,actionName_mobile,actionTime_mobile,callbackTime_mobile,index_mobile,touchMajor_mobile,touchMinor_mobile,t0_us_mobile,offset_us_mobile,corrected_actionTime_mobile,corrected_callbackTime_mobile,action_latency_us,callback_latency_us,phone_model
0,99493792,1626062724114931,2032,1626062823606691,0,DOWN,99456225,99458498,0,0.008170677,0.008170677,1626062724166105,2881,1626062823619449,1626062823621722,15031,12758,Samsung SM-A325M
1,100009959,1626062724114931,2032,1626062824122858,0,DOWN,99967918,99969530,1,0.008170677,0.008170677,1626062724166105,2881,1626062824131142,1626062824132754,9896,8284,Samsung SM-A325M
2,100527215,1626062724114931,2032,1626062824640114,0,DOWN,100484526,100486038,2,0.008170677,0.008170677,1626062724166105,2881,1626062824647750,1626062824649262,9148,7636,Samsung SM-A325M
3,101044471,1626062724114931,2032,1626062825157370,0,DOWN,101000918,101002681,3,0.008170677,0.008170677,1626062724166105,2881,1626062825164142,1626062825165905,8535,6772,Samsung SM-A325M
4,101559628,1626062724114931,2032,1626062825672527,0,DOWN,101516967,101518627,4,0.008170677,0.008170677,1626062724166105,2881,1626062825680191,1626062825681851,9324,7664,Samsung SM-A325M
5,102075230,1626062724114931,2032,1626062826188129,0,DOWN,102033092,102034675,5,0.008170677,0.008170677,1626062724166105,2881,1626062826196316,1626062826197899,9770,8187,Samsung SM-A325M
6,102590400,1626062724114931,2032,1626062826703299,0,DOWN,102550235,102551884,6,0.008170677,0.008170677,1626062724166105,2881,1626062826713459,1626062826715108,11809,10160,Samsung SM-A325M
7,103107250,1626062724114931,2032,1626062827220149,0,DOWN,103066138,103067692,7,0.008170677,0.008170677,1626062724166105,2881,1626062827229362,1626062827230916,10767,9213,Samsung SM-A325M
8,103622420,1626062724114931,2032,1626062827735319,0,DOWN,103582408,103584168,8,0.008170677,0.008170677,1626062724166105,2881,1626062827745632,1626062827747392,12073,10313,Samsung SM-A325M
9,104138429,1626062724114931,2032,1626062828251328,0,DOWN,104098645,104100294,9,0.008170677,0.008170677,1626062724166105,2881,1626062828261869,1626062828263518,12190,10541,Samsung SM-A325M
10,104654019,1626062724114931,2032,1626062828766918,0,DOWN,104615051,104616900,10,0.008170677,0.008170677,1626062724166105,2881,1626062828778275,1626062828780124,13206,11357,Samsung SM-A325M
11,105172429,1626062724114931,2032,1626062829285328,0,DOWN,105131579,105133290,11,0.008170677,0.008170677,1626062724166105,2881,1626062829294803,1626062829296514,11186,9475,Samsung SM-A325M
12,105694199,1626062724114931,2032,1626062829807098,0,DOWN,105647670,105649307,12,0.008170677,0.008170677,1626062724166105,2881,1626062829810894,1626062829812531,5433,3796,Samsung SM-A325M
13,106210996,1626062724114931,2032,1626062830323895,0,DOWN,106163920,106165342,13,0.0054471185,0.0027235593,1626062724166105,2881,1626062830327144,1626062830328566,4671,3249,Samsung SM-A325M
14,106728999,1626062724114931,2032,1626062830841898,0,DOWN,106685934,106687677,14,0.008170677,0.008170677,1626062724166105,2881,1626062830849158,1626062830850901,9003,7260,Samsung SM-A325M
15,107240692,1626062724114931,2032,1626062831353591,0,DOWN,107201939,107203623,15,0.008170677,0.008170677,1626062724166105,2881,1626062831365163,1626062831366847,13256,11572,Samsung SM-A325M
16,107758723,1626062724114931,2032,1626062831871622,0,DOWN,107718544,107719971,16,0.008170677,0.008170677,1626062724166105,2881,1626062831881768,1626062831883195,11573,10146,Samsung SM-A325M
17,108276713,1626062724114931,2032,1626062832389612,0,DOWN,108234372,108236030,17,0.0054471185,0.0027235593,1626062724166105,2881,1626062832397596,1626062832399254,9642,7984,Samsung SM-A325M
18,108794704,1626062724114931,2032,1626062832907603,0,DOWN,108756355,108757811,18,0.0054471185,0.0027235593,1626062724166105,2881,1626062832919579,1626062832921035,13432,11976,Samsung SM-A325M
19,109312682,1626062724114931,2032,1626062833425581,0,DOWN,109272885,109274373,19,0.008170677,0.008170677,1626062724166105,2881,1626062833436109,1626062833437597,12016,10528,Samsung SM-A325M
20,109836130,1626062724114931,2032,1626062833949029,0,DOWN,109789148,109790779,20,0.0054471185,0.0027235593,1626062724166105,2881,1626062833952372,1626062833954003,4974,3343,Samsung SM-A325M
21,110353347,1626062724114931,2032,1626062834466246,0,DOWN,110305646,110307319,21,0.008170677,0.008170677,1626062724166105,2881,1626062834468870,1626062834470543,4297,2624,Samsung SM-A325M
22,110870078,1626062724114931,2032,1626062834982977,0,DOWN,110822078,110823511,22,0.010894237,0.010894237,1626062724166105,2881,1626062834985302,1626062834986735,3758,2325,Samsung SM-A325M
23,111381364,1626062724114931,2032,1626062835494263,0,DOWN,111344051,111346011,23,0.008170677,0.008170677,1626062724166105,2881,1626062835507275,1626062835509235,14972,13012,Samsung SM-A325M
24,111904013,1626062724114931,2032,1626062836016912,0,DOWN,111861456,111863171,24,0.008170677,0.008170677,1626062724166105,2881,1626062836024680,1626062836026395,9483,7768,Samsung SM-A325M
25,112420810,1626062724114931,2032,1626062836533709,0,DOWN,112376691,112378351,25,0.010894237,0.010894237,1626062724166105,2881,1626062836539915,1626062836541575,7866,6206,Samsung SM-A325M
26,112933355,1626062724114931,2032,1626062837046254,0,DOWN,112893439,112895086,26,0.010894237,0.010894237,1626062724166105,2881,1626062837056663,1626062837058310,12056,10409,Samsung SM-A325M
