index_fixture,timestamp_fixture,t0_us_fixture,offset_us_fixture,corrected_timestamp_fixture,action_mobile,actionName_mobile,actionTime_mobile,callbackTime_mobile,index_mobile,touchMajor_mobile,touchMinor_mobile,t0_us_mobile,offset_us_mobile,corrected_actionTime_mobile,corrected_callbackTime_mobile,action_latency_us,callback_latency_us,phone_model
0,99280348,1626046648778134,1288,1626046748057194,0.0,DOWN,99322192.0,99325668.0,0.0,0.0054471185,0.0027235593,1626046648791278.0,2353.0,1626046748111117.0,1626046748114593.0,57399.0,53923.0,Samsung SM-A525M
1,99797775,1626046648778134,1288,1626046748574621,0.0,DOWN,99809269.0,99812028.0,1.0,0.0054471185,0.0027235593,1626046648791278.0,2353.0,1626046748598194.0,1626046748600953.0,26332.0,23573.0,Samsung SM-A525M
2,100315989,1626046648778134,1288,1626046749092835,0.0,DOWN,100364665.0,100368226.0,2.0,0.0054471185,0.0027235593,1626046648791278.0,2353.0,1626046749153590.0,1626046749157151.0,64316.0,60755.0,Samsung SM-A525M
3,100828194,1626046648778134,1288,1626046749605040,0.0,DOWN,100852388.0,100855643.0,3.0,0.0054471185,0.0027235593,1626046648791278.0,2353.0,1626046749641313.0,1626046749644568.0,39528.0,36273.0,Samsung SM-A525M
4,101343390,1626046648778134,1288,1626046750120236,0.0,DOWN,101345461.0,101348839.0,4.0,0.0054471185,0.0027235593,1626046648791278.0,2353.0,1626046750134386.0,1626046750137764.0,17528.0,14150.0,Samsung SM-A525M
5,101859819,1626046648778134,1288,1626046750636665,,,,,,,,,,,,,,Samsung SM-A525M
6,102376668,1626046648778134,1288,1626046751153514,0.0,DOWN,102390821.0,102395343.0,5.0,0.0054471185,0.0027235593,1626046648791278.0,2353.0,1626046751179746.0,1626046751184268.0,30754.0,26232.0,Samsung SM-A525M
7,102892245,1626046648778134,1288,1626046751669091,0.0,DOWN,102936485.0,102940240.0,6.0,0.0054471185,0.0027235593,1626046648791278.0,2353.0,1626046751725410.0,1626046751729165.0,60074.0,56319.0,Samsung SM-A525M
8,103408255,1626046648778134,1288,1626046752185101,,,,,,,,,,,,,,Samsung SM-A525M
9,103925104,1626046648778134,1288,1626046752701950,0.0,DOWN,104046243.0,104049641.0,7.0,0.0054471185,0.0027235593,1626046648791278.0,2353.0,1626046752835168.0,1626046752838566.0,136616.0,133218.0,Samsung SM-A525M
10,104446152,1626046648778134,1288,1626046753222998,0.0,DOWN,104490998.0,104494453.0,8.0,0.0054471185,0.0027235593,1626046648791278.0,2353.0,1626046753279923.0,1626046753283378.0,60380.0,56925.0,Samsung SM-A525M
11,104962948,1626046648778134,1288,1626046753739794,0.0,DOWN,105004746.0,105007936.0,9.0,0.0054471185,0.0027235593,1626046648791278.0,2353.0,1626046753793671.0,1626046753796861.0,57067.0,53877.0,Samsung SM-A525M
12,105476334,1626046648778134,1288,1626046754253180,0.0,DOWN,105476097.0,105479693.0,10.0,0.0054471185,0.0027235593,1626046648791278.0,2353.0,1626046754265022.0,1626046754268618.0,15438.0,11842.0,Samsung SM-A525M
13,105998129,1626046648778134,1288,1626046754774975,,,,,,,,,,,,,,Samsung SM-A525M
14,106509901,1626046648778134,1288,1626046755286747,0.0,DOWN,106580809.0,106584726.0,11.0,0.0054471185,0.0027235593,1626046648791278.0,2353.0,1626046755369734.0,1626046755373651.0,86904.0,82987.0,Samsung SM-A525M
15,107032970,1626046648778134,1288,1626046755809816,0.0,DOWN,107143413.0,107147081.0,12.0,0.0054471185,0.0027235593,1626046648791278.0,2353.0,1626046755932338.0,1626046755936006.0,126190.0,122522.0,Samsung SM-A525M
16,107551026,1626046648778134,1288,1626046756327872,,,,,,,,,,,,,,Samsung SM-A525M
17,108068177,1626046648778134,1288,1626046756845023,0.0,DOWN,108086645.0,108090346.0,13.0,0.0054471185,0.0027235593,1626046648791278.0,2353.0,1626046756875570.0,1626046756879271.0,34248.0,30547.0,Samsung SM-A525M
18,108579870,1626046648778134,1288,1626046757356716,0.0,DOWN,108675594.0,108679144.0,14.0,0.0054471185,0.0027235593,1626046648791278.0,2353.0,1626046757464519.0,1626046757468069.0,111353.0,107803.0,Samsung SM-A525M
19,109103358,1626046648778134,1288,1626046757880204,0.0,DOWN,109141021.0,109144756.0,15.0,0.0054471185,0.0027235593,1626046648791278.0,2353.0,1626046757929946.0,1626046757933681.0,53477.0,49742.0,Samsung SM-A525M
20,109615117,1626046648778134,1288,1626046758391963,0.0,DOWN,109671793.0,109675133.0,16.0,0.0054471185,0.0027235593,1626046648791278.0,2353.0,1626046758460718.0,1626046758464058.0,72095.0,68755.0,Samsung SM-A525M
