index_fixture,timestamp_fixture,t0_us_fixture,offset_us_fixture,corrected_timestamp_fixture,action_mobile,actionName_mobile,actionTime_mobile,callbackTime_mobile,index_mobile,touchMajor_mobile,touchMinor_mobile,t0_us_mobile,offset_us_mobile,corrected_actionTime_mobile,corrected_callbackTime_mobile,action_latency_us,callback_latency_us,phone_model
0,104678780,1626060690150829,1236,1626060794828373,0,ACTION_DOWN,104660624,104844292,0,0,0,1626060690200512,1345,1626060794859791,1626060795043459,215086,31418,iPhone10_3
1,105196495,1626060690150829,1236,1626060795346088,0,ACTION_DOWN,105176139,105361296,1,0,0,1626060690200512,1345,1626060795375306,1626060795560463,214375,29218,iPhone10_3
2,105713331,1626060690150829,1236,1626060795862924,0,ACTION_DOWN,105684262,105878219,2,0,0,1626060690200512,1345,1626060795883429,1626060796077386,214462,20505,iPhone10_3
3,106229341,1626060690150829,1236,1626060796378934,0,ACTION_DOWN,106209667,106395187,3,0,0,1626060690200512,1345,1626060796408834,1626060796594354,215420,29900,iPhone10_3
4,106744511,1626060690150829,1236,1626060796894104,0,ACTION_DOWN,106719043,106912139,4,0,0,1626060690200512,1345,1626060796918210,1626060797111306,217202,24106,iPhone10_3
5,107262620,1626060690150829,1236,1626060797412213,0,ACTION_DOWN,107235932,107429128,5,0,0,1626060690200512,1345,1626060797435099,1626060797628295,216082,22886,iPhone10_3
6,107778616,1626060690150829,1236,1626060797928209,0,ACTION_DOWN,107752327,107946069,6,0,0,1626060690200512,1345,1626060797951494,1626060798145236,217027,23285,iPhone10_3
7,108296305,1626060690150829,1236,1626060798445898,0,ACTION_DOWN,108269685,108463034,7,0,0,1626060690200512,1345,1626060798468852,1626060798662201,216303,22954,iPhone10_3
8,108812301,1626060690150829,1236,1626060798961894,0,ACTION_DOWN,108786247,108946636,8,0,0,1626060690200512,1345,1626060798985414,1626060799145803,183909,23520,iPhone10_3
9,109328311,1626060690150829,1236,1626060799477904,0,ACTION_DOWN,109303267,109463609,9,0,0,1626060690200512,1345,1626060799502434,1626060799662776,184872,24530,iPhone10_3
10,109844741,1626060690150829,1236,1626060799994334,0,ACTION_DOWN,109820058,110013926,10,0,0,1626060690200512,1345,1626060800019225,1626060800213093,218759,24891,iPhone10_3
11,110361052,1626060690150829,1236,1626060800510645,0,ACTION_DOWN,110337130,110497548,11,0,0,1626060690200512,1345,1626060800536297,1626060800696715,186070,25652,iPhone10_3
12,110879043,1626060690150829,1236,1626060801028636,0,ACTION_DOWN,110853840,111014502,12,0,0,1626060690200512,1345,1626060801053007,1626060801213669,185033,24371,iPhone10_3
13,111394934,1626060690150829,1236,1626060801544527,0,ACTION_DOWN,111370906,111564830,13,0,0,1626060690200512,1345,1626060801570073,1626060801763997,219470,25546,iPhone10_3
14,111911678,1626060690150829,1236,1626060802061271,0,ACTION_DOWN,111887719,112048448,14,0,0,1626060690200512,1345,1626060802086886,1626060802247615,186344,25615,iPhone10_3
15,112429262,1626060690150829,1236,1626060802578855,0,ACTION_DOWN,112406182,112565403,15,0,0,1626060690200512,1345,1626060802605349,1626060802764570,185715,26494,iPhone10_3
16,112945994,1626060690150829,1236,1626060803095587,0,ACTION_DOWN,112921556,113115721,16,0,0,1626060690200512,1345,1626060803120723,1626060803314888,219301,25136,iPhone10_3
17,113463145,1626060690150829,1236,1626060803612738,0,ACTION_DOWN,113438717,113599341,17,0,0,1626060690200512,1345,1626060803637884,1626060803798508,185770,25146,iPhone10_3
18,113979456,1626060690150829,1236,1626060804129049,0,ACTION_DOWN,113955481,114149662,18,0,0,1626060690200512,1345,1626060804154648,1626060804348829,219780,25599,iPhone10_3
19,114497880,1626060690150829,1236,1626060804647473,0,ACTION_DOWN,114472452,114633285,19,0,0,1626060690200512,1345,1626060804671619,1626060804832452,184979,24146,iPhone10_3
20,115015451,1626060690150829,1236,1626060805165044,0,ACTION_DOWN,114989248,115183580,20,0,0,1626060690200512,1345,1626060805188415,1626060805382747,217703,23371,iPhone10_3
21,115532602,1626060690150829,1236,1626060805682195,0,ACTION_DOWN,115506439,115700553,21,0,0,1626060690200512,1345,1626060805705606,1626060805899720,217525,23411,iPhone10_3
22,116052272,1626060690150829,1236,1626060806201865,0,ACTION_DOWN,116031670,116217497,22,0,0,1626060690200512,1345,1626060806230837,1626060806416664,214799,28972,iPhone10_3
23,116573608,1626060690150829,1236,1626060806723201,0,ACTION_DOWN,116548477,116734481,23,0,0,1626060690200512,1345,1626060806747644,1626060806933648,210447,24443,iPhone10_3
24,117086206,1626060690150829,1236,1626060807235799,0,ACTION_DOWN,117065274,117251445,24,0,0,1626060690200512,1345,1626060807264441,1626060807450612,214813,28642,iPhone10_3
25,117603397,1626060690150829,1236,1626060807752990,0,ACTION_DOWN,117581999,117768417,25,0,0,1626060690200512,1345,1626060807781166,1626060807967584,214594,28176,iPhone10_3
26,118126019,1626060690150829,1236,1626060808275612,0,ACTION_DOWN,118091525,118285471,26,0,0,1626060690200512,1345,1626060808290692,1626060808484638,209026,15080,iPhone10_3
27,118638197,1626060690150829,1236,1626060808787790,0,ACTION_DOWN,118608223,118802349,27,0,0,1626060690200512,1345,1626060808807390,1626060809001516,213726,19600,iPhone10_3
28,119155388,1626060690150829,1236,1626060809304981,0,ACTION_DOWN,119124932,119319306,28,0,0,1626060690200512,1345,1626060809324099,1626060809518473,213492,19118,iPhone10_3
29,119672959,1626060690150829,1236,1626060809822552,0,ACTION_DOWN,119650391,119836260,29,0,0,1626060690200512,1345,1626060809849558,1626060810035427,212875,27006,iPhone10_3
30,120189690,1626060690150829,1236,1626060810339283,0,ACTION_DOWN,120175782,120353230,30,0,0,1626060690200512,1345,1626060810374949,1626060810552397,213114,35666,iPhone10_3
31,120707274,1626060690150829,1236,1626060810856867,0,ACTION_DOWN,120684274,120870189,31,0,0,1626060690200512,1345,1626060810883441,1626060811069356,212489,26574,iPhone10_3
32,121224845,1626060690150829,1236,1626060811374438,0,ACTION_DOWN,121200894,121387164,32,0,0,1626060690200512,1345,1626060811400061,1626060811586331,211893,25623,iPhone10_3
33,121741576,1626060690150829,1236,1626060811891169,0,ACTION_DOWN,121717673,121904129,33,0,0,1626060690200512,1345,1626060811916840,1626060812103296,212127,25671,iPhone10_3
34,122260406,1626060690150829,1236,1626060812409999,0,ACTION_DOWN,122234379,122421181,34,0,0,1626060690200512,1345,1626060812433546,1626060812620348,210349,23547,iPhone10_3
35,122781323,1626060690150829,1236,1626060812930916,0,ACTION_DOWN,122751319,122921483,35,0,0,1626060690200512,1345,1626060812950486,1626060813120650,189734,19570,iPhone10_3
36,123296348,1626060690150829,1236,1626060813445941,0,ACTION_DOWN,123276765,123438367,36,0,0,1626060690200512,1345,1626060813475932,1626060813637534,191593,29991,iPhone10_3
37,123814365,1626060690150829,1236,1626060813963958,0,ACTION_DOWN,123793558,123955311,37,0,0,1626060690200512,1345,1626060813992725,1626060814154478,190520,28767,iPhone10_3
38,124332776,1626060690150829,1236,1626060814482369,0,ACTION_DOWN,124302873,124505633,38,0,0,1626060690200512,1345,1626060814502040,1626060814704800,222431,19671,iPhone10_3
39,124849914,1626060690150829,1236,1626060814999507,0,ACTION_DOWN,124819769,125005926,39,0,0,1626060690200512,1345,1626060815018936,1626060815205093,205586,19429,iPhone10_3
40,125367065,1626060690150829,1236,1626060815516658,0,ACTION_DOWN,125336485,125522971,40,0,0,1626060690200512,1345,1626060815535652,1626060815722138,205480,18994,iPhone10_3
41,125882970,1626060690150829,1236,1626060816032563,0,ACTION_DOWN,125853486,126039949,41,0,0,1626060690200512,1345,1626060816052653,1626060816239116,206553,20090,iPhone10_3
42,126400973,1626060690150829,1236,1626060816550566,0,ACTION_DOWN,126370458,126556913,42,0,0,1626060690200512,1345,1626060816569625,1626060816756080,205514,19059,iPhone10_3
43,126917285,1626060690150829,1236,1626060817066878,0,ACTION_DOWN,126887384,127057107,43,0,0,1626060690200512,1345,1626060817086551,1626060817256274,189396,19673,iPhone10_3
44,127434856,1626060690150829,1236,1626060817584449,0,ACTION_DOWN,127412848,127574095,44,0,0,1626060690200512,1345,1626060817612015,1626060817773262,188813,27566,iPhone10_3
45,127952427,1626060690150829,1236,1626060818102020,0,ACTION_DOWN,127929849,128091061,45,0,0,1626060690200512,1345,1626060818129016,1626060818290228,188208,26996,iPhone10_3
46,128470837,1626060690150829,1236,1626060818620430,0,ACTION_DOWN,128446672,128608054,46,0,0,1626060690200512,1345,1626060818645839,1626060818807221,186791,25409,iPhone10_3
47,128988828,1626060690150829,1236,1626060819138421,0,ACTION_DOWN,128963591,129124974,47,0,0,1626060690200512,1345,1626060819162758,1626060819324141,185720,24337,iPhone10_3
48,129503880,1626060690150829,1236,1626060819653473,0,ACTION_DOWN,129480369,129642444,48,0,0,1626060690200512,1345,1626060819679536,1626060819841611,188138,26063,iPhone10_3
49,130021044,1626060690150829,1236,1626060820170637,0,ACTION_DOWN,129997342,130175584,49,0,0,1626060690200512,1345,1626060820196509,1626060820374751,204114,25872,iPhone10_3
